id,wave,track,part,section,subsubject,domain,topic,item_archetype,cognitive_demand,difficulty,access,language,stimulus_id,stem,choice_A,choice_B,choice_C,choice_D,choice_E,correct_choice,rationale,solution_steps,high_yield_takeaway,estimated_time_seconds,calculator_policy,diagram_required,originality_check,accuracy_review,status
DOST-W4-316,4,Undergraduate,Part II — Power Test,Science,Earth Science,EARTH4 — Astronomy and Earth-Sun-Moon Systems,Kepler law,SCI-APP,Recognition/Recall,Moderate,Free,English,,A planet farther from the Sun generally has a:,shorter orbital period,greater surface gravity necessarily,smaller orbit,longer orbital period,,D,Kepler's third law links larger orbital size with longer period.,,Orbital period increases strongly with distance from the Sun.,110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-317,4,Undergraduate,Part II — Power Test,Science,Earth Science,EARTH4 — Astronomy and Earth-Sun-Moon Systems,lunar eclipse,SCI-APP,Recognition/Recall,Easy,Premium,English,,A lunar eclipse occurs when:,Earth lies between the Sun and Moon,the Moon lies between Earth and Sun,the Sun lies between Earth and Moon,the Moon stops reflecting light,,A,Earth's shadow falls on the Moon.,,Distinguish lunar from solar eclipse geometry.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-318,4,Undergraduate,Part II — Power Test,Science,Earth Science,EARTH4 — Astronomy and Earth-Sun-Moon Systems,main sequence,SCI-APP,Recognition/Recall,Moderate,Premium,English,,A main-sequence star produces most of its energy by:,chemical burning,hydrogen fusion in its core,gravitational collapse only,radioactive decay of rocks,,B,Core hydrogen fusion powers main-sequence stars.,,Stellar evolutionary stage is tied to the dominant energy source.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-319,4,Undergraduate,Part II — Power Test,Science,Earth Science,EARTH4 — Astronomy and Earth-Sun-Moon Systems,galaxy type,SCI-APP,Recognition/Recall,Moderate,Premium,English,,The Milky Way is classified as a:,elliptical galaxy only,irregular dwarf only,barred spiral galaxy,planetary nebula,,C,The Milky Way has spiral structure with a central bar.,,Galaxies are classified by large-scale structure.,110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-320,4,Undergraduate,Part II — Power Test,Science,Earth Science,EARTH4 — Astronomy and Earth-Sun-Moon Systems,cosmic background,SCI-APP,Analysis/Evaluation,Difficult,Premium,English,,The cosmic microwave background is important evidence for:,a stationary unchanging universe only,weather on Mars,Earth's magnetic field,"an early hot, dense universe",,D,It is remnant radiation from the early universe.,,Multiple observations support the expanding-universe model.,145,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-321,4,Undergraduate,Part II — Power Test,Science,Earth Science,EARTH5 — Natural Hazards and Environmental Systems,landslide risk,SCI-APP,Analysis/Evaluation,Difficult,Free,English,,Landslide risk often increases after prolonged heavy rain because water:,raises pore pressure and reduces slope stability,turns all rock into magma,eliminates gravity,always strengthens soil,,A,Saturation can reduce effective friction and add weight.,,"Slope failure depends on material, water, geometry, and disturbance.",145,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-322,4,Undergraduate,Part II — Power Test,Science,Earth Science,EARTH5 — Natural Hazards and Environmental Systems,volcanic lahar,SCI-APP,Recognition/Recall,Moderate,Premium,English,,A lahar is a rapidly moving mixture of:,dry desert sand only,water and volcanic debris,ocean salt and ice,lava and atmospheric oxygen only,,B,Rain or melted snow can mobilize ash and debris downslope.,,Volcanic hazards include flows beyond lava itself.,110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-323,4,Undergraduate,Part II — Power Test,Science,Earth Science,EARTH5 — Natural Hazards and Environmental Systems,risk,SCI-APP,Analysis/Evaluation,Difficult,Premium,English,,Disaster risk is generally greater when hazard exposure and vulnerability are high and:,the hazard map is colorful,population is zero,capacity to cope is low,weather is mild,,C,Limited preparedness and resources increase consequences.,,"Risk depends on hazard, exposure, vulnerability, and capacity.",110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-324,4,Undergraduate,Part II — Power Test,Science,Earth Science,EARTH5 — Natural Hazards and Environmental Systems,circular economy,SCI-APP,Recognition/Recall,Moderate,Premium,English,,A circular-economy approach aims to:,maximize disposal after one use,prevent all manufacturing,increase extraction only,"keep materials in use through repair, reuse, and recycling",,D,The goal is to reduce waste and retain material value.,,Circular systems extend product and material lifetimes.,110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-325,4,Undergraduate,Part II — Power Test,Science,Earth Science,EARTH5 — Natural Hazards and Environmental Systems,ecosystem service,SCI-APP,Analysis/Evaluation,Difficult,Premium,English,,Mangroves provide a regulating ecosystem service by:,reducing wave energy and trapping sediment,producing fossil fuel quickly,eliminating all storms,increasing coastal erosion,,A,Mangrove roots can damp waves and stabilize shorelines.,,Ecosystems can provide protective physical functions.,110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-326,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH1 — Number Sense and Proportional Reasoning,percent decrease,MATH-WP,Multi-step Application,Moderate,Free,English,,A quantity falls from 560 to 476. What is the percent decrease?,12%,15%,18%,84%,,B,"The decrease is 84, and 84/560=0.15=15%.",560−476=84 | 84/560×100=15%,Percent change uses the original value.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-327,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH1 — Number Sense and Proportional Reasoning,ratio sharing,MATH-WP,Multi-step Application,Moderate,Premium,English,,"A ₱36,000 budget is divided in the ratio 4:5:3. What is the largest share?","₱9,000","₱12,000","₱15,000","₱18,000",,C,"There are 12 parts; each part is ₱3,000, so 5 parts equal ₱15,000.","36,000/12=3,000 | 5×3,000=15,000",Add ratio parts before dividing.,115,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-328,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH1 — Number Sense and Proportional Reasoning,unit conversion,MATH-WP,Single-step Application,Easy,Free,English,,A tank holds 3.6 m³ of water. How many liters is this?,360 L,"36,000 L","360,000 L","3,600 L",,D,"One cubic meter equals 1,000 L, so 3.6 m³=3,600 L.",3.6×1000=3600,Use cubic-unit conversion factors carefully.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-329,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH1 — Number Sense and Proportional Reasoning,fraction multiplication,MATH-WP,Single-step Application,Easy,Premium,English,,What is (7/9)(27/14)?,3/2,1/2,7/2,27/9,,A,Cancel 7 with 14 and 27 with 9: (1/2)(3)=3/2.,,Simplify before multiplying.,115,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-330,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH1 — Number Sense and Proportional Reasoning,successive discounts,MATH-WP,Multi-step Application,Moderate,Premium,English,,"An item priced at ₱2,000 is discounted 20% and then 10%. What is the final price?","₱1,400","₱1,440","₱1,600","₱1,700",,B,2000×0.80×0.90=1440.,2000×0.8=1600 | 1600×0.9=1440,Successive percentages multiply.,115,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-331,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH1 — Number Sense and Proportional Reasoning,scientific notation,MATH-WP,Multi-step Application,Moderate,Premium,English,,What is (6×10⁻⁴)(5×10⁶)?,3×10²,30×10¹⁰,3×10³,11×10²,,C,Multiply coefficients and add exponents: 30×10²=3×10³.,6×5=30 | 10² | normalize to 3×10³,Normalize scientific notation after combining powers.,115,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-332,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH1 — Number Sense and Proportional Reasoning,direct variation,MATH-WP,Multi-step Application,Moderate,Premium,English,,"If y varies directly as x and y=18 when x=6, what is y when x=11?",22,27,36,33,,D,"The constant is 18/6=3, so y=3(11)=33.",k=3 | y=33,"For direct variation, y/x is constant.",115,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-333,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH1 — Number Sense and Proportional Reasoning,inverse rate,MATH-WP,Multi-step Application,Moderate,Premium,English,,"Twelve workers finish a project in 18 days. At the same rate, how many days would 27 workers need?",8 days,6 days,12 days,40.5 days,,A,Worker-days=12×18=216; 216/27=8 days.,12×18=216 | 216/27=8,"For fixed work, workers and time vary inversely.",155,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-334,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH1 — Number Sense and Proportional Reasoning,order of magnitude,MATH-WP,Single-step Application,Easy,Free,English,,Which is closest to √195?,10,14,12,20,,B,"14²=196, so √195 is just below 14.",,Use nearby perfect squares.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-335,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH1 — Number Sense and Proportional Reasoning,scale factor,MATH-WP,Multi-step Application,Moderate,Premium,English,,A model uses a 1:50 scale. A 7 cm model length represents:,0.14 m,0.35 m,3.5 m,35 m,,C,7 cm×50=350 cm=3.5 m.,7×50=350 cm | 350 cm=3.5 m,Apply the scale and then convert units.,115,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-336,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH2 — Expressions and Algebraic Manipulation,simplification,MATH-WP,Multi-step Application,Moderate,Free,English,,Simplify 3(4x−5)−2(3x+7).,6x−1,18x−29,x−12,6x−29,,D,12x−15−6x−14=6x−29.,expand | combine like terms,Distribute negative signs carefully.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-337,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH2 — Expressions and Algebraic Manipulation,factor GCF,MATH-WP,Single-step Application,Easy,Free,English,,Factor 15a²b−10ab².,5ab(3a−2b),5ab(3a+2b),5a(3ab−2b²) only,ab(15a−10b²),,A,The greatest common factor is 5ab.,,Extract the greatest common factor first.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-338,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH2 — Expressions and Algebraic Manipulation,factor trinomial,MATH-WP,Single-step Application,Moderate,Premium,English,,Factor x²+2x−35.,(x−7)(x+5),(x+7)(x−5),(x+35)(x−1),(x−5)²,,B,Numbers 7 and −5 multiply to −35 and add to 2.,,Match sum and product.,115,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-339,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH2 — Expressions and Algebraic Manipulation,sum of cubes,MATH-WP,Single-step Application,Moderate,Premium,English,,Factor x³+27.,(x+3)³,(x−3)(x²+3x+9),(x+3)(x²−3x+9),(x+27)(x²+1),,C,a³+b³=(a+b)(a²−ab+b²).,,Recognize the sum-of-cubes pattern.,155,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-340,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH2 — Expressions and Algebraic Manipulation,laws of exponents,MATH-WP,Multi-step Application,Moderate,Premium,English,,Simplify (3x²y⁻¹)².,6x⁴/y,9x²/y²,3x⁴/y²,9x⁴/y²,,D,Square the coefficient and double each exponent.,3²=9 | x^(2×2)=x⁴ | y^(−1×2)=y⁻²,Apply the outer exponent to every factor.,115,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-341,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH2 — Expressions and Algebraic Manipulation,rational algebra,MATH-WP,Single-step Application,Moderate,Premium,English,,"Simplify (x²−25)/(x−5), x≠5.",x+5,x−5,x²+5,1,,A,"Factor as (x−5)(x+5), then cancel x−5.",,Factor before canceling common factors.,115,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-342,4,Undergraduate,Part II — Power Test,Mathematics,Mathematics,MATH2 — Expressions and Algebraic Manipulation,radical simplification,MATH-WP,Multi-step Application,Moderate,Premium,English,,Simplify √(72m²) for m≥0.,8m√2,6m√2,12m,36m√2,,B,72=36×2 and √m²=m.,√36=6 | result=6m√2,Extract perfect-square factors.,115,No calculator,False,Passed,Passed,Approved for Distribution
