id,wave,track,part,section,subsubject,domain,topic,item_archetype,cognitive_demand,difficulty,access,language,stimulus_id,stem,choice_A,choice_B,choice_C,choice_D,correct_choice,rationale,solution_steps,high_yield_takeaway,estimated_time_seconds,calculator_policy,diagram_required,originality_check,accuracy_review,status
DOST-W4-444,4,Undergraduate,Part II — Power Test,Mechanical-Technical,Mechanical-Technical,"MECH2 — Force, Torque, and Equilibrium",moment arm,MECH-SYS,Analysis/Evaluation,Moderate,Premium,English,,The moment arm of a force is the:,straight-line distance to the force point regardless of angle,length of the object only,force divided by mass,perpendicular distance from the pivot to the force's line of action,D,Torque uses perpendicular distance to the line of action.,,Use the shortest perpendicular distance for torque.,115,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-445,4,Undergraduate,Part II — Power Test,Mechanical-Technical,Mechanical-Technical,MECH3 — Motion and Component Interaction,uncrossed belt,MECH-SYS,Analysis/Evaluation,Moderate,Free,English,,An uncrossed belt connects two pulleys. The driven pulley rotates:,in the same direction as the driver,in the opposite direction,without motion,only intermittently,A,An uncrossed belt preserves rotation direction.,,Crossed belts reverse direction; open belts preserve it.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-446,4,Undergraduate,Part II — Power Test,Mechanical-Technical,Mechanical-Technical,MECH3 — Motion and Component Interaction,sprocket chain,MECH-SYS,Analysis/Evaluation,Moderate,Premium,English,,A chain-and-sprocket drive is useful when the system must:,allow continuous slip,maintain a fixed speed ratio without belt slip,transmit no force,operate without teeth,B,Positive tooth engagement prevents relative slipping.,,Choose positive drives when timing accuracy matters.,115,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-447,4,Undergraduate,Part II — Power Test,Mechanical-Technical,Mechanical-Technical,MECH3 — Motion and Component Interaction,rack and pinion,MECH-SYS,Analysis/Evaluation,Moderate,Premium,English,,Turning a pinion that engages a straight rack produces:,fluid pressure only,heat without motion,linear rack motion,a second rotating shaft only,C,The gear teeth convert rotary motion into translation.,,Rack-and-pinion systems convert rotary and linear motion.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-448,4,Undergraduate,Part II — Power Test,Mechanical-Technical,Mechanical-Technical,MECH3 — Motion and Component Interaction,cam dwell,MECH-SYS,Analysis/Evaluation,Difficult,Premium,English,,A cam profile includes a dwell when the follower:,moves continuously at maximum speed,reverses the motor,stops the camshaft,remains at nearly constant position for part of the rotation,D,A constant-radius cam segment holds the follower position.,,"Cam profile controls rise, dwell, and return.",150,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-449,4,Undergraduate,Part II — Power Test,Mechanical-Technical,Mechanical-Technical,MECH3 — Motion and Component Interaction,slider crank,MECH-SYS,Analysis/Evaluation,Moderate,Premium,English,,The stroke of a simple slider-crank is approximately:,twice the crank radius,equal to the connecting-rod mass,half the piston diameter,independent of crank geometry,A,"The crank pin moves from one extreme to the opposite, spanning about two radii.",,Crank radius controls reciprocating stroke.,115,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-450,4,Undergraduate,Part II — Power Test,Mechanical-Technical,Mechanical-Technical,MECH3 — Motion and Component Interaction,flywheel,MECH-SYS,Analysis/Evaluation,Moderate,Premium,English,,A flywheel smooths cyclic machine speed by:,creating extra energy,storing energy when torque is high and releasing it when torque is low,eliminating shaft rotation,removing all friction,B,Rotational inertia buffers short-term energy variation.,,"Flywheels reduce speed fluctuation, not total energy loss.",115,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-451,4,Undergraduate,Part II — Power Test,Mechanical-Technical,Mechanical-Technical,MECH3 — Motion and Component Interaction,differential,MECH-SYS,Analysis/Evaluation,Difficult,Premium,English,,An automotive differential allows driven wheels to:,remain locked at identical speed in every turn,move without axles,rotate at different speeds while transmitting torque,eliminate tire friction,C,Outer and inner wheels travel different distances during a turn.,,Differentials accommodate unequal wheel path lengths.,150,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-452,4,Undergraduate,Part II — Power Test,Mechanical-Technical,Mechanical-Technical,MECH3 — Motion and Component Interaction,one-way clutch,MECH-SYS,Analysis/Evaluation,Moderate,Premium,English,,A one-way clutch permits torque transmission mainly:,equally in both directions,only when stationary,through fluid alone,in one rotational direction,D,The mechanism locks in one direction and overruns in the other.,,Directional clutches control torque flow.,115,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-453,4,Undergraduate,Part II — Power Test,Mechanical-Technical,Mechanical-Technical,"MECH4 — Fluids, Hydraulics, and Flow",hydraulic force,MECH-DIAG,Multi-step Application,Easy,Free,English,W4-MECHHYD-090,What ideal output force is produced by the hydraulic press shown?,720 N,240 N,600 N,"1,440 N",A,"Area ratio=72/12=6, so output force=120×6=720 N.",72÷12=6 | 120×6=720,Hydraulic force ratio equals piston-area ratio.,115,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-454,4,Undergraduate,Part II — Power Test,Mechanical-Technical,Mechanical-Technical,"MECH4 — Fluids, Hydraulics, and Flow",hydraulic displacement,MECH-DIAG,Multi-step Application,Easy,Premium,English,W4-MECHHYD-090,"If the small piston moves downward 18 cm, how far does the large piston rise ideally?",1.5 cm,3 cm,6 cm,18 cm,B,"Volume conservation: 12×18=72d, so d=3 cm.",216=72d | d=3 cm,Hydraulic systems exchange force for distance.,150,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-455,4,Undergraduate,Part II — Power Test,Mechanical-Technical,Mechanical-Technical,"MECH4 — Fluids, Hydraulics, and Flow",fluid pressure,MECH-DIAG,Multi-step Application,Easy,Premium,English,W4-MECHHYD-090,Pressure created by the 120 N input on the 12 cm² piston is:,12 N/cm²,120 N/cm²,10 N/cm²,"1,440 N/cm²",C,P=F/A=120/12=10 N/cm².,120÷12=10,Use consistent area units when comparing hydraulic pressure.,115,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-456,4,Undergraduate,Part II — Power Test,Mechanical-Technical,Mechanical-Technical,"MECH4 — Fluids, Hydraulics, and Flow",continuity,MECH-SYS,Multi-step Application,Easy,Premium,English,,"A pipe narrows from 6 cm² to 2 cm². If fluid speed is 1.5 m/s in the wide section, speed in the narrow section is:",0.5 m/s,1.5 m/s,3.0 m/s,4.5 m/s,D,"A1v1=A2v2, so v2=6×1.5/2=4.5 m/s.",9÷2=4.5,"For incompressible flow, area times speed is constant.",115,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-457,4,Undergraduate,Part II — Power Test,Mechanical-Technical,Mechanical-Technical,"MECH4 — Fluids, Hydraulics, and Flow",pressure head,MECH-SYS,Analysis/Evaluation,Moderate,Premium,English,,Raising an open supply tank higher above a faucet generally:,increases static pressure at the faucet,decreases water density to zero,eliminates gravity,stops flow,A,Greater elevation difference increases hydrostatic head.,,Static pressure depends on vertical height difference.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-458,4,Undergraduate,Part II — Power Test,Mechanical-Technical,Mechanical-Technical,"MECH4 — Fluids, Hydraulics, and Flow",cavitation,MECH-SYS,Analysis/Evaluation,Difficult,Premium,English,,Cavitation can damage a pump because vapor bubbles:,increase lubrication,form at low pressure and collapse violently in higher-pressure regions,make the liquid incompressible,remove all vibration,B,Bubble collapse creates localized shock and erosion.,,Maintain adequate inlet pressure to avoid cavitation.,150,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-459,4,Undergraduate,Part II — Power Test,Mechanical-Technical,Mechanical-Technical,"MECH4 — Fluids, Hydraulics, and Flow",check valve,MECH-SYS,Analysis/Evaluation,Moderate,Premium,English,,A check valve is installed primarily to:,measure temperature,increase pipe length,prevent reverse flow,mix two liquids,C,The valve closes automatically against backflow.,,Valve function follows permitted flow direction.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-460,4,Undergraduate,Part II — Power Test,Mechanical-Technical,Mechanical-Technical,"MECH4 — Fluids, Hydraulics, and Flow",relief valve,MECH-SYS,Analysis/Evaluation,Moderate,Premium,English,,A pressure-relief valve protects a system by:,closing every flow path permanently,increasing pump speed,removing all fluid,opening when pressure exceeds a set limit,D,It diverts or releases fluid to prevent dangerous overpressure.,,Relief devices limit maximum pressure.,115,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-461,4,Undergraduate,Part II — Power Test,Mechanical-Technical,Mechanical-Technical,"MECH4 — Fluids, Hydraulics, and Flow",water hammer,MECH-SYS,Analysis/Evaluation,Difficult,Premium,English,,Slowly closing a valve instead of shutting it suddenly helps reduce:,water hammer,fluid density,pipe diameter,static head,A,A slower momentum change produces a smaller pressure surge.,,Control rapid velocity changes in pipelines.,150,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-462,4,Undergraduate,Part II — Power Test,Mechanical-Technical,Mechanical-Technical,"MECH5 — Heat, Materials, and Thermal Response",thermal conductivity,MECH-SYS,Analysis/Evaluation,Moderate,Free,English,,A cooking-pot handle is made of a low-conductivity material mainly to:,increase the pot's mass,reduce heat transfer to the user's hand,create thermal energy,make the handle electrically live,B,Low thermal conductivity slows energy transfer along the handle.,,Select materials according to required heat-transfer behavior.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-463,4,Undergraduate,Part II — Power Test,Mechanical-Technical,Mechanical-Technical,"MECH5 — Heat, Materials, and Thermal Response",specific heat,MECH-SYS,Analysis/Evaluation,Moderate,Premium,English,,A material with high specific heat changes temperature slowly because it:,contains no particles,has zero thermal energy,requires more energy per kilogram per degree of temperature change,cannot transfer heat,C,High specific heat means greater energy is needed for the same temperature rise.,,Specific heat affects temperature response to energy input.,115,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-464,4,Undergraduate,Part II — Power Test,Mechanical-Technical,Mechanical-Technical,"MECH5 — Heat, Materials, and Thermal Response",thermal expansion,MECH-SYS,Analysis/Evaluation,Moderate,Premium,English,,A metal bridge includes expansion joints so that temperature changes do not:,change paint color,reduce gravity,stop traffic signals,create excessive stress or buckling,D,The joints allow the structure to lengthen and shorten safely.,,Design must accommodate predictable dimensional change.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-465,4,Undergraduate,Part II — Power Test,Mechanical-Technical,Mechanical-Technical,"MECH5 — Heat, Materials, and Thermal Response",composite strip,MECH-SYS,Analysis/Evaluation,Moderate,Premium,English,,A bimetal strip bends when heated because its two metals have different:,coefficients of thermal expansion,numbers of protons only,colors,electrical signs,A,"One layer expands more, forcing the bonded strip to curve.",,Differential expansion converts temperature change into motion.,115,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-466,4,Undergraduate,Part II — Power Test,Mechanical-Technical,Mechanical-Technical,"MECH5 — Heat, Materials, and Thermal Response",heat exchanger,MECH-SYS,Analysis/Evaluation,Difficult,Premium,English,,Counterflow heat exchangers can transfer heat efficiently because they:,mix both fluids completely,maintain a useful temperature difference along much of their length,eliminate all conduction resistance,create heat,B,Opposite flow directions preserve a driving temperature difference.,,Heat-transfer rate depends on temperature difference and surface area.,150,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-467,4,Undergraduate,Part II — Power Test,Mechanical-Technical,Mechanical-Technical,"MECH5 — Heat, Materials, and Thermal Response",thermal insulation,MECH-SYS,Analysis/Evaluation,Moderate,Premium,English,,Reflective foil insulation mainly reduces heat transfer by:,conduction through solid metal only,mass flow,radiation,chemical reaction,C,A low-emissivity surface reflects infrared radiation.,,Different insulation features target different heat-transfer modes.,115,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-468,4,Undergraduate,Part II — Power Test,Mechanical-Technical,Mechanical-Technical,"MECH5 — Heat, Materials, and Thermal Response",fatigue,MECH-SYS,Analysis/Evaluation,Difficult,Premium,English,,A metal component can fail by fatigue when it experiences:,one gentle load only,zero stress,only high temperature without load,many repeated stress cycles below its one-time breaking strength,D,Repeated cyclic loading can initiate and grow cracks.,,Fatigue depends on stress range and number of cycles.,150,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-469,4,Undergraduate,Part II — Power Test,Mechanical-Technical,Mechanical-Technical,"MECH5 — Heat, Materials, and Thermal Response",material toughness,MECH-SYS,Analysis/Evaluation,Moderate,Premium,English,,A tough material is able to:,absorb substantial energy before fracturing,resist only scratching,conduct electricity perfectly,have zero deformation,A,Toughness combines strength and deformation capacity before fracture.,,Do not confuse toughness with hardness.,115,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-470,4,Undergraduate,Part II — Power Test,Mechanical-Technical,Mechanical-Technical,MECH6 — Engines and Cycles,stroke order,MECH-DIAG,Analysis/Evaluation,Moderate,Free,English,W4-MECHENG-091,Which sequence correctly describes a four-stroke spark-ignition engine?,compression → exhaust → intake → power,intake → compression → power → exhaust,power → intake → exhaust → compression,exhaust → compression → power → intake,B,"The standard cycle is intake, compression, power, and exhaust.",,Know the purpose and order of all four strokes.,82,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-471,4,Undergraduate,Part II — Power Test,Mechanical-Technical,Mechanical-Technical,MECH6 — Engines and Cycles,intake stroke,MECH-DIAG,Analysis/Evaluation,Moderate,Premium,English,W4-MECHENG-091,"During the intake stroke, the piston generally moves downward while:",both valves are permanently closed,the exhaust valve alone is open,the intake valve is open,fuel is expelled,C,Downward piston motion draws the fresh charge through the intake valve.,,Valve timing controls gas exchange.,82,No calculator,True,Passed,Passed,Approved for Distribution
